merchant_name,day,month,cashback
Art Nuvo Palace,2022-01-13 00:00:00,2022-01-01 00:00:00,345.52
Art Nuvo Palace,2022-01-16 00:00:00,2022-01-01 00:00:00,459.49
Art Nuvo Palace,2022-01-17 00:00:00,2022-01-01 00:00:00,14.06
Art Nuvo Palace,2022-01-18 00:00:00,2022-01-01 00:00:00,31.89
Art Nuvo Palace,2022-01-19 00:00:00,2022-01-01 00:00:00,134.86
Art Nuvo Palace,2022-01-21 00:00:00,2022-01-01 00:00:00,16.88
Art Nuvo Palace,2022-01-23 00:00:00,2022-01-01 00:00:00,9.14
Art Nuvo Palace,2022-01-24 00:00:00,2022-01-01 00:00:00,35.51
Art Nuvo Palace,2022-01-25 00:00:00,2022-01-01 00:00:00,13.36
Art Nuvo Palace,2022-01-26 00:00:00,2022-01-01 00:00:00,48.52
Art Nuvo Palace,2022-01-27 00:00:00,2022-01-01 00:00:00,11.95
Art Nuvo Palace,2022-01-28 00:00:00,2022-01-01 00:00:00,18.28
Art Nuvo Palace,2022-01-29 00:00:00,2022-01-01 00:00:00,162.42
Burger King,2022-01-20 00:00:00,2022-01-01 00:00:00,5.56
Burger King,2022-01-21 00:00:00,2022-01-01 00:00:00,23.72
Burger King,2022-01-22 00:00:00,2022-01-01 00:00:00,51.45
Burger King,2022-01-23 00:00:00,2022-01-01 00:00:00,54.27
Burger King,2022-01-24 00:00:00,2022-01-01 00:00:00,36.58
Burger King,2022-01-25 00:00:00,2022-01-01 00:00:00,49.69
Burger King,2022-01-26 00:00:00,2022-01-01 00:00:00,39.48
Burger King,2022-01-27 00:00:00,2022-01-01 00:00:00,60.82
Burger King,2022-01-28 00:00:00,2022-01-01 00:00:00,49.67
Burger King,2022-01-29 00:00:00,2022-01-01 00:00:00,64.00
Burger King,2022-01-30 00:00:00,2022-01-01 00:00:00,39.23
Burger King,2022-01-31 00:00:00,2022-01-01 00:00:00,60.57
BURGER KING,2022-01-20 00:00:00,2022-01-01 00:00:00,14.82
BURGER KING,2022-01-21 00:00:00,2022-01-01 00:00:00,63.25
BURGER KING,2022-01-22 00:00:00,2022-01-01 00:00:00,137.21
BURGER KING,2022-01-23 00:00:00,2022-01-01 00:00:00,144.72
BURGER KING,2022-01-24 00:00:00,2022-01-01 00:00:00,97.56
BURGER KING,2022-01-25 00:00:00,2022-01-01 00:00:00,132.51
BURGER KING,2022-01-26 00:00:00,2022-01-01 00:00:00,105.29
BURGER KING,2022-01-27 00:00:00,2022-01-01 00:00:00,162.18
BURGER KING,2022-01-28 00:00:00,2022-01-01 00:00:00,132.45
BURGER KING,2022-01-29 00:00:00,2022-01-01 00:00:00,170.66
BURGER KING,2022-01-30 00:00:00,2022-01-01 00:00:00,104.61
BURGER KING,2022-01-31 00:00:00,2022-01-01 00:00:00,161.52
Cheese It,2022-01-04 00:00:00,2022-01-01 00:00:00,54.84
Cheese It,2022-01-05 00:00:00,2022-01-01 00:00:00,67.50
Cheese It,2022-01-08 00:00:00,2022-01-01 00:00:00,51.09
Cheese It,2022-01-12 00:00:00,2022-01-01 00:00:00,308.72
Cheese It,2022-01-13 00:00:00,2022-01-01 00:00:00,111.56
Cheese It,2022-01-17 00:00:00,2022-01-01 00:00:00,58.59
Cеть хобби-гипермаркетов «Леонардо»,2022-01-01 00:00:00,2022-01-01 00:00:00,3816.01
Cеть хобби-гипермаркетов «Леонардо»,2022-01-02 00:00:00,2022-01-01 00:00:00,14665.00
Cеть хобби-гипермаркетов «Леонардо»,2022-01-03 00:00:00,2022-01-01 00:00:00,12203.12
Cеть хобби-гипермаркетов «Леонардо»,2022-01-04 00:00:00,2022-01-01 00:00:00,11902.63
Cеть хобби-гипермаркетов «Леонардо»,2022-01-05 00:00:00,2022-01-01 00:00:00,10998.73
Cеть хобби-гипермаркетов «Леонардо»,2022-01-06 00:00:00,2022-01-01 00:00:00,11107.03
Cеть хобби-гипермаркетов «Леонардо»,2022-01-07 00:00:00,2022-01-01 00:00:00,10384.80
Cеть хобби-гипермаркетов «Леонардо»,2022-01-08 00:00:00,2022-01-01 00:00:00,9445.34
Cеть хобби-гипермаркетов «Леонардо»,2022-01-09 00:00:00,2022-01-01 00:00:00,8785.00
Cеть хобби-гипермаркетов «Леонардо»,2022-01-10 00:00:00,2022-01-01 00:00:00,6137.46
Cеть хобби-гипермаркетов «Леонардо»,2022-01-11 00:00:00,2022-01-01 00:00:00,5944.93
Cеть хобби-гипермаркетов «Леонардо»,2022-01-12 00:00:00,2022-01-01 00:00:00,5701.72
Cеть хобби-гипермаркетов «Леонардо»,2022-01-13 00:00:00,2022-01-01 00:00:00,5822.84
Cеть хобби-гипермаркетов «Леонардо»,2022-01-14 00:00:00,2022-01-01 00:00:00,7217.96
Cеть хобби-гипермаркетов «Леонардо»,2022-01-15 00:00:00,2022-01-01 00:00:00,10960.55
Cеть хобби-гипермаркетов «Леонардо»,2022-01-16 00:00:00,2022-01-01 00:00:00,9528.53
Cеть хобби-гипермаркетов «Леонардо»,2022-01-17 00:00:00,2022-01-01 00:00:00,5262.56
Cеть хобби-гипермаркетов «Леонардо»,2022-01-18 00:00:00,2022-01-01 00:00:00,5393.62
Cеть хобби-гипермаркетов «Леонардо»,2022-01-19 00:00:00,2022-01-01 00:00:00,5478.74
Cеть хобби-гипермаркетов «Леонардо»,2022-01-20 00:00:00,2022-01-01 00:00:00,7270.95
Cеть хобби-гипермаркетов «Леонардо»,2022-01-21 00:00:00,2022-01-01 00:00:00,6306.34
Cеть хобби-гипермаркетов «Леонардо»,2022-01-22 00:00:00,2022-01-01 00:00:00,11001.06
Cеть хобби-гипермаркетов «Леонардо»,2022-01-23 00:00:00,2022-01-01 00:00:00,11457.05
Cеть хобби-гипермаркетов «Леонардо»,2022-01-24 00:00:00,2022-01-01 00:00:00,2327.02
Cеть хобби-гипермаркетов «Леонардо»,2022-01-25 00:00:00,2022-01-01 00:00:00,5355.40
Cеть хобби-гипермаркетов «Леонардо»,2022-01-26 00:00:00,2022-01-01 00:00:00,8731.51
Cеть хобби-гипермаркетов «Леонардо»,2022-01-27 00:00:00,2022-01-01 00:00:00,5272.34
Cеть хобби-гипермаркетов «Леонардо»,2022-01-28 00:00:00,2022-01-01 00:00:00,5478.95
Cеть хобби-гипермаркетов «Леонардо»,2022-01-29 00:00:00,2022-01-01 00:00:00,9965.27
Cеть хобби-гипермаркетов «Леонардо»,2022-01-30 00:00:00,2022-01-01 00:00:00,9419.81
Cеть хобби-гипермаркетов «Леонардо»,2022-01-31 00:00:00,2022-01-01 00:00:00,6503.21
Delivery Club,2022-01-03 00:00:00,2022-01-01 00:00:00,3.84
Delivery Club,2022-01-04 00:00:00,2022-01-01 00:00:00,6.65
Delivery Club,2022-01-06 00:00:00,2022-01-01 00:00:00,28.59
Delivery Club,2022-01-08 00:00:00,2022-01-01 00:00:00,8.16
Delivery Club,2022-01-09 00:00:00,2022-01-01 00:00:00,6.84
Delta Sirius,2022-01-01 00:00:00,2022-01-01 00:00:00,1701.98
Delta Sirius,2022-01-02 00:00:00,2022-01-01 00:00:00,733.15
Delta Sirius,2022-01-03 00:00:00,2022-01-01 00:00:00,891.42
Delta Sirius,2022-01-04 00:00:00,2022-01-01 00:00:00,614.95
Delta Sirius,2022-01-05 00:00:00,2022-01-01 00:00:00,1786.92
Delta Sirius,2022-01-06 00:00:00,2022-01-01 00:00:00,1282.71
Delta Sirius,2022-01-07 00:00:00,2022-01-01 00:00:00,1287.56
Delta Sirius,2022-01-08 00:00:00,2022-01-01 00:00:00,842.06
Delta Sirius,2022-01-09 00:00:00,2022-01-01 00:00:00,1924.45
Delta Sirius,2022-01-10 00:00:00,2022-01-01 00:00:00,1897.88
Delta Sirius,2022-01-11 00:00:00,2022-01-01 00:00:00,3418.17
Delta Sirius,2022-01-12 00:00:00,2022-01-01 00:00:00,3507.82
Delta Sirius,2022-01-13 00:00:00,2022-01-01 00:00:00,530.72
Delta Sirius,2022-01-14 00:00:00,2022-01-01 00:00:00,1254.09
Delta Sirius,2022-01-15 00:00:00,2022-01-01 00:00:00,1717.17
Delta Sirius,2022-01-16 00:00:00,2022-01-01 00:00:00,2364.05
Delta Sirius,2022-01-17 00:00:00,2022-01-01 00:00:00,3577.22
Delta Sirius,2022-01-18 00:00:00,2022-01-01 00:00:00,3907.69
Delta Sirius,2022-01-19 00:00:00,2022-01-01 00:00:00,2283.19
Delta Sirius,2022-01-20 00:00:00,2022-01-01 00:00:00,2902.22
Delta Sirius,2022-01-21 00:00:00,2022-01-01 00:00:00,1855.55
Delta Sirius,2022-01-22 00:00:00,2022-01-01 00:00:00,3852.00
Delta Sirius,2022-01-23 00:00:00,2022-01-01 00:00:00,1631.67
Delta Sirius,2022-01-24 00:00:00,2022-01-01 00:00:00,2197.69
Delta Sirius,2022-01-25 00:00:00,2022-01-01 00:00:00,3395.11
Delta Sirius,2022-01-26 00:00:00,2022-01-01 00:00:00,2641.93
Delta Sirius,2022-01-27 00:00:00,2022-01-01 00:00:00,4218.47
Delta Sirius,2022-01-28 00:00:00,2022-01-01 00:00:00,2504.11
Delta Sirius,2022-01-29 00:00:00,2022-01-01 00:00:00,2617.31
Delta Sirius,2022-01-30 00:00:00,2022-01-01 00:00:00,4350.66
Delta Sirius,2022-01-31 00:00:00,2022-01-01 00:00:00,12566.53
DNS,2022-01-22 00:00:00,2022-01-01 00:00:00,6683.89
Domino's Pizza,2022-01-01 00:00:00,2022-01-01 00:00:00,6789.42
Domino's Pizza,2022-01-02 00:00:00,2022-01-01 00:00:00,10393.35
Domino's Pizza,2022-01-03 00:00:00,2022-01-01 00:00:00,9762.28
Domino's Pizza,2022-01-04 00:00:00,2022-01-01 00:00:00,10306.65
Domino's Pizza,2022-01-05 00:00:00,2022-01-01 00:00:00,8912.33
Domino's Pizza,2022-01-06 00:00:00,2022-01-01 00:00:00,8897.95
Domino's Pizza,2022-01-07 00:00:00,2022-01-01 00:00:00,9150.08
Domino's Pizza,2022-01-08 00:00:00,2022-01-01 00:00:00,11204.58
Domino's Pizza,2022-01-09 00:00:00,2022-01-01 00:00:00,8346.11
Domino's Pizza,2022-01-10 00:00:00,2022-01-01 00:00:00,9319.06
Domino's Pizza,2022-01-11 00:00:00,2022-01-01 00:00:00,7018.47
Domino's Pizza,2022-01-12 00:00:00,2022-01-01 00:00:00,8761.80
Domino's Pizza,2022-01-13 00:00:00,2022-01-01 00:00:00,10634.41
Domino's Pizza,2022-01-14 00:00:00,2022-01-01 00:00:00,17270.94
Domino's Pizza,2022-01-15 00:00:00,2022-01-01 00:00:00,19029.12
Domino's Pizza,2022-01-16 00:00:00,2022-01-01 00:00:00,14060.00
Domino's Pizza,2022-01-17 00:00:00,2022-01-01 00:00:00,9478.91
Domino's Pizza,2022-01-18 00:00:00,2022-01-01 00:00:00,9537.91
Domino's Pizza,2022-01-19 00:00:00,2022-01-01 00:00:00,8503.71
Domino's Pizza,2022-01-20 00:00:00,2022-01-01 00:00:00,9318.93
Domino's Pizza,2022-01-21 00:00:00,2022-01-01 00:00:00,15548.68
Domino's Pizza,2022-01-22 00:00:00,2022-01-01 00:00:00,18894.77
Domino's Pizza,2022-01-23 00:00:00,2022-01-01 00:00:00,11575.14
Domino's Pizza,2022-01-24 00:00:00,2022-01-01 00:00:00,5788.42
Domino's Pizza,2022-01-25 00:00:00,2022-01-01 00:00:00,7971.15
Domino's Pizza,2022-01-26 00:00:00,2022-01-01 00:00:00,4852.63
Domino's Pizza,2022-01-27 00:00:00,2022-01-01 00:00:00,5048.87
Domino's Pizza,2022-01-28 00:00:00,2022-01-01 00:00:00,10246.84
Don Plafon,2022-01-01 00:00:00,2022-01-01 00:00:00,554.81
Don Plafon,2022-01-03 00:00:00,2022-01-01 00:00:00,7682.15
Don Plafon,2022-01-04 00:00:00,2022-01-01 00:00:00,1576.16
Don Plafon,2022-01-06 00:00:00,2022-01-01 00:00:00,204.19
Don Plafon,2022-01-07 00:00:00,2022-01-01 00:00:00,4298.95
Don Plafon,2022-01-08 00:00:00,2022-01-01 00:00:00,1800.98
Don Plafon,2022-01-09 00:00:00,2022-01-01 00:00:00,1267.86
Don Plafon,2022-01-12 00:00:00,2022-01-01 00:00:00,817.78
Don Plafon,2022-01-13 00:00:00,2022-01-01 00:00:00,1368.39
Don Plafon,2022-01-14 00:00:00,2022-01-01 00:00:00,4101.22
Don Plafon,2022-01-15 00:00:00,2022-01-01 00:00:00,617.93
Don Plafon,2022-01-16 00:00:00,2022-01-01 00:00:00,2733.84
Don Plafon,2022-01-17 00:00:00,2022-01-01 00:00:00,3278.65
Don Plafon,2022-01-18 00:00:00,2022-01-01 00:00:00,638.96
Don Plafon,2022-01-19 00:00:00,2022-01-01 00:00:00,966.09
Don Plafon,2022-01-20 00:00:00,2022-01-01 00:00:00,4598.29
Fandeco,2022-01-02 00:00:00,2022-01-01 00:00:00,124.13
Fandeco,2022-01-03 00:00:00,2022-01-01 00:00:00,6282.34
Fandeco,2022-01-04 00:00:00,2022-01-01 00:00:00,3408.45
Fandeco,2022-01-05 00:00:00,2022-01-01 00:00:00,4075.07
Fandeco,2022-01-06 00:00:00,2022-01-01 00:00:00,968.48
Fandeco,2022-01-08 00:00:00,2022-01-01 00:00:00,921.81
Fandeco,2022-01-09 00:00:00,2022-01-01 00:00:00,1080.41
Fandeco,2022-01-10 00:00:00,2022-01-01 00:00:00,53.55
Fandeco,2022-01-11 00:00:00,2022-01-01 00:00:00,2380.63
Fandeco,2022-01-12 00:00:00,2022-01-01 00:00:00,2207.81
Fandeco,2022-01-13 00:00:00,2022-01-01 00:00:00,6939.90
Fandeco,2022-01-14 00:00:00,2022-01-01 00:00:00,1366.00
Fandeco,2022-01-15 00:00:00,2022-01-01 00:00:00,8655.41
Fandeco,2022-01-16 00:00:00,2022-01-01 00:00:00,5502.11
Fandeco,2022-01-17 00:00:00,2022-01-01 00:00:00,2928.89
FloraExpress,2022-01-01 00:00:00,2022-01-01 00:00:00,1293.51
FloraExpress,2022-01-02 00:00:00,2022-01-01 00:00:00,3469.45
FloraExpress,2022-01-03 00:00:00,2022-01-01 00:00:00,2378.66
FloraExpress,2022-01-04 00:00:00,2022-01-01 00:00:00,448.88
FloraExpress,2022-01-05 00:00:00,2022-01-01 00:00:00,2504.63
FloraExpress,2022-01-06 00:00:00,2022-01-01 00:00:00,2657.28
FloraExpress,2022-01-07 00:00:00,2022-01-01 00:00:00,1537.56
FloraExpress,2022-01-08 00:00:00,2022-01-01 00:00:00,4691.74
FloraExpress,2022-01-09 00:00:00,2022-01-01 00:00:00,2454.98
FloraExpress,2022-01-10 00:00:00,2022-01-01 00:00:00,1753.44
FloraExpress,2022-01-11 00:00:00,2022-01-01 00:00:00,2610.02
FloraExpress,2022-01-12 00:00:00,2022-01-01 00:00:00,3414.71
FloraExpress,2022-01-13 00:00:00,2022-01-01 00:00:00,2988.38
FloraExpress,2022-01-14 00:00:00,2022-01-01 00:00:00,3831.23
FloraExpress,2022-01-15 00:00:00,2022-01-01 00:00:00,1288.60
FloraExpress,2022-01-16 00:00:00,2022-01-01 00:00:00,1571.49
FloraExpress,2022-01-17 00:00:00,2022-01-01 00:00:00,5373.35
FloraExpress,2022-01-18 00:00:00,2022-01-01 00:00:00,6019.01
FloraExpress,2022-01-19 00:00:00,2022-01-01 00:00:00,4694.58
FloraExpress,2022-01-20 00:00:00,2022-01-01 00:00:00,3544.48
FloraExpress,2022-01-21 00:00:00,2022-01-01 00:00:00,3252.42
FloraExpress,2022-01-22 00:00:00,2022-01-01 00:00:00,3425.76
FloraExpress,2022-01-23 00:00:00,2022-01-01 00:00:00,3464.62
FloraExpress,2022-01-24 00:00:00,2022-01-01 00:00:00,6487.93
FloraExpress,2022-01-25 00:00:00,2022-01-01 00:00:00,6584.35
FloraExpress,2022-01-26 00:00:00,2022-01-01 00:00:00,3400.66
FloraExpress,2022-01-27 00:00:00,2022-01-01 00:00:00,4527.86
FloraExpress,2022-01-28 00:00:00,2022-01-01 00:00:00,2656.07
FloraExpress,2022-01-29 00:00:00,2022-01-01 00:00:00,2493.66
FloraExpress,2022-01-30 00:00:00,2022-01-01 00:00:00,2931.06
FloraExpress,2022-01-31 00:00:00,2022-01-01 00:00:00,4890.05
Giox,2022-01-11 00:00:00,2022-01-01 00:00:00,104.50
Giox,2022-01-12 00:00:00,2022-01-01 00:00:00,115.56
Giox,2022-01-14 00:00:00,2022-01-01 00:00:00,167.38
Giox,2022-01-17 00:00:00,2022-01-01 00:00:00,326.88
Giox,2022-01-18 00:00:00,2022-01-01 00:00:00,170.88
Giox,2022-01-20 00:00:00,2022-01-01 00:00:00,84.31
Giox,2022-01-22 00:00:00,2022-01-01 00:00:00,124.94
Giox,2022-01-25 00:00:00,2022-01-01 00:00:00,1886.88
Giox,2022-01-27 00:00:00,2022-01-01 00:00:00,62.44
GoPractice Growth,2022-01-08 00:00:00,2022-01-01 00:00:00,249.69
GoPractice Growth,2022-01-27 00:00:00,2022-01-01 00:00:00,405.94
Grass,2022-01-01 00:00:00,2022-01-01 00:00:00,11.64
Grass,2022-01-02 00:00:00,2022-01-01 00:00:00,51.65
Grass,2022-01-03 00:00:00,2022-01-01 00:00:00,50.98
Grass,2022-01-04 00:00:00,2022-01-01 00:00:00,72.63
Grass,2022-01-05 00:00:00,2022-01-01 00:00:00,678.26
Grass,2022-01-06 00:00:00,2022-01-01 00:00:00,479.85
Grass,2022-01-07 00:00:00,2022-01-01 00:00:00,87.11
Grass,2022-01-08 00:00:00,2022-01-01 00:00:00,100.09
Grass,2022-01-09 00:00:00,2022-01-01 00:00:00,135.91
Grass,2022-01-10 00:00:00,2022-01-01 00:00:00,525.37
Grass,2022-01-13 00:00:00,2022-01-01 00:00:00,142.45
Grass,2022-01-14 00:00:00,2022-01-01 00:00:00,798.46
Grass,2022-01-15 00:00:00,2022-01-01 00:00:00,358.37
Grass,2022-01-16 00:00:00,2022-01-01 00:00:00,217.89
Grass,2022-01-17 00:00:00,2022-01-01 00:00:00,345.15
Grass,2022-01-19 00:00:00,2022-01-01 00:00:00,199.75
Grass,2022-01-20 00:00:00,2022-01-01 00:00:00,600.97
Grass,2022-01-22 00:00:00,2022-01-01 00:00:00,174.57
Grass,2022-01-23 00:00:00,2022-01-01 00:00:00,163.14
Grass,2022-01-24 00:00:00,2022-01-01 00:00:00,58.50
Grass,2022-01-25 00:00:00,2022-01-01 00:00:00,749.65
Grass,2022-01-26 00:00:00,2022-01-01 00:00:00,605.65
Grass,2022-01-28 00:00:00,2022-01-01 00:00:00,85.48
Grass,2022-01-29 00:00:00,2022-01-01 00:00:00,245.30
Grass,2022-01-30 00:00:00,2022-01-01 00:00:00,191.17
Grass,2022-01-31 00:00:00,2022-01-01 00:00:00,514.68
GRASS,2022-01-01 00:00:00,2022-01-01 00:00:00,23.29
GRASS,2022-01-02 00:00:00,2022-01-01 00:00:00,103.30
GRASS,2022-01-03 00:00:00,2022-01-01 00:00:00,101.95
GRASS,2022-01-04 00:00:00,2022-01-01 00:00:00,145.26
GRASS,2022-01-05 00:00:00,2022-01-01 00:00:00,1356.52
GRASS,2022-01-06 00:00:00,2022-01-01 00:00:00,959.70
GRASS,2022-01-07 00:00:00,2022-01-01 00:00:00,174.21
GRASS,2022-01-08 00:00:00,2022-01-01 00:00:00,200.18
GRASS,2022-01-09 00:00:00,2022-01-01 00:00:00,271.82
GRASS,2022-01-10 00:00:00,2022-01-01 00:00:00,1050.74
GRASS,2022-01-13 00:00:00,2022-01-01 00:00:00,284.90
